player_id,matches,innings,runs,BF,Ave,SR,50s,100s,Ct,St,NO,Bowl_innings,balls,runs_given,wkts,Ave,Eco,SR
56025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
