player_id,matches,innings,NO,runs,BF,Ave,SR,50s,100s,Ct,St,Bowl_innings,balls,runs_given,wkts,Ave,Eco,SR
42430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51462,1,1,0,51,67,51.0,0.7611940298507462,1,0,0,0,0,0,0,0,0,0,0
32685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38060,1,0,0,0,0,0,0,0,0,0,0,1,48,62,2,31.0,7.75,24.0
51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53216,1,0,0,0,0,0,0,0,0,0,0,1,60,48,1,48.0,4.800000000000001,60.0
450075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51651,1,1,1,13,9,0,1.4444444444444444,0,0,0,0,1,54,41,0,0,4.555555555555555,0
25428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
