Ahmed Shehzad	Sharjeel Khan	Mohammad Hafeez	Misbah-ul-Haq (c)	Fawad Alam	Umar Akmal †	Sohaib Maqsood	Shahid Afridi	Wahab Riaz	Saeed Ajmal	Mohammad Irfan	
WU Tharanga	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	S Prasanna, SMA Priyanjan, NLTC Perera, KTGD Prasad, HMRKB Herath, SL Malinga
