RG Sharma	S Dhawan	V Kohli	MS Dhoni (c) †	AT Rayudu	SK Raina	RA Jadeja	AR Patel	R Ashwin	B Kumar	DS Kulkarni	
Tamim Iqbal	Soumya Sarkar	Liton Das †	Mushfiqur Rahim	Shakib Al Hasan	Sabbir Rahman	Nasir Hossain, Mashrafe Mortaza (c), Rubel Hossain, Taskin Ahmed, Mustafizur Rahman
