RG Sharma	S Dhawan	V Kohli (c)	AM Rahane	AT Rayudu	KD Karthik †	RA Jadeja	R Ashwin	Mohammed Shami	A Mishra	B Kumar
Sharjeel Khan	Ahmed Shehzad	Mohammad Hafeez	Misbah-ul-Haq (c)	Umar Akmal †	Sohaib Maqsood	Shahid Afridi	Umar Gul	Mohammad Talha	Saeed Ajmal	Junaid Khan	

Mohammad Hafeez,	Umar Gul,	Junaid Khan,	Shahid Afridi,	Mohammad Talha,	Saeed Ajmal,	
B Kumar,	Mohammed Shami,	R Ashwin,	RA Jadeja,	A Mishra,	
