ME Waugh	AC Gilchrist †	A Symonds	SR Waugh (c)	IJ Harvey	MG Bevan	DR Martyn	S Lee	SK Warne, DW Fleming, B Lee
MS Sinclair	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	SB Styris	DL Vettori	WA Wisneski	
CL Cairns,	WA Wisneski,	SB Styris,	DL Vettori,	NJ Astle,	CZ Harris,	CD McMillan,	
DW Fleming,	B Lee,	S Lee,	IJ Harvey,	SK Warne,	A Symonds,	
