MDKJ Perera	TM Dilshan	KC Sangakkara †	LD Chandimal	SMA Priyanjan	AD Mathews (c)	KDK Vithanage	KMDN Kulasekara	NLTC Perera	SMSM Senanayake	SL Malinga	
Anamul Haque †	Shamsur Rahman	Mominul Haque	Mushfiqur Rahim (c)	Shakib Al Hasan	Nasir Hossain	Mahmudullah	Sohag Gazi	Arafat Sunny	Rubel Hossain	Al-Amin Hossain	
