Tamim Iqbal	Soumya Sarkar	Liton Das	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †	Sabbir Rahman	Nasir Hossain	Mashrafe Mortaza (c)	Jubair Hossain	Mustafizur Rahman	
Q de Kock †	HM Amla (c)	F du Plessis	RR Rossouw	DA Miller, JP Duminy, F Behardien, CH Morris, KJ Abbott, K Rabada, Imran Tahir
