LMP Simmons	CH Gayle	DM Bravo	D Ramdin †	KA Pollard	DJG Sammy	DJ Bravo (c)	JO Holder	SP Narine	R Rampaul, KAJ Roach
Tamim Iqbal	Anamul Haque	Imrul Kayes	Mushfiqur Rahim (c) †	Mominul Haque	Mahmudullah	Nasir Hossain	Sohag Gazi	Mashrafe Mortaza	Abdur Razzak	Al-Amin Hossain

Sohag Gazi,	Mashrafe Mortaza,	Al-Amin Hossain,	Abdur Razzak,	Mahmudullah,	Mominul Haque,	
JO Holder,	R Rampaul,	DJ Bravo,	KAJ Roach,	SP Narine,	CH Gayle,	
