AJ Finch	PJ Hughes	SPD Smith	GJ Bailey (c)	MR Marsh	GJ Maxwell	BJ Haddin †	JP Faulkner	MG Johnson	MA Starc	NM Lyon	
HM Amla	Q de Kock †	F du Plessis	WD Parnell	AB de Villiers (c)	JP Duminy	DA Miller, DW Steyn, M Morkel, AM Phangiso, Imran Tahir
