HH Gibbs	LJ Koen	JH Kallis	ND McKenzie	WJ Cronje (c)	JN Rhodes	L Klusener	SM Pollock	MV Boucher †	N Boje, HS Williams
NC Johnson	GW Flower	CB Wishart	ADR Campbell	MW Goodwin	A Flower (c) †	SV Carlisle	GJ Whittall	HH Streak	GB Brent	HK Olonga	
HK Olonga,	NC Johnson,	GB Brent,	HH Streak,	GJ Whittall,	GW Flower,	
SM Pollock,	JH Kallis,	HS Williams,	WJ Cronje,	N Boje,	L Klusener,	
