Amjad Ali	AR Berenger	Mohammad Shahzad	Khurram Khan (c)	Rohan Mustafa	Shaiman Anwar	Mohammad Naveed, Nasir Aziz, Saqlain Haider †, Krishna Chandran, Fahad Alhashmi
Javed Ahmadi	Nawroz Mangal	Afsar Zazai †	Asghar Stanikzai	Mohammad Nabi (c)	Samiullah Shenwari	Shafiqullah	Mirwais Ashraf	Dawlat Zadran	Shapoor Zadran	Fareed Ahmad

Dawlat Zadran,	Fareed Ahmad,	Mohammad Nabi,	Mirwais Ashraf,	Javed Ahmadi,	Shapoor Zadran,	Samiullah Shenwari,	
Mohammad Naveed,	Mohammad Shahzad,	Fahad Alhashmi,	Krishna Chandran,	Rohan Mustafa,	Nasir Aziz,	Khurram Khan,	
