SC Ganguly (c)	SR Tendulkar	R Dravid	VG Kambli	Yuvraj Singh	RR Singh	A Kumble	AB Agarkar	V Dahiya †	Z Khan	BKV Prasad
ST Jayasuriya (c)	DA Gunawardene	MS Atapattu	DPMD Jayawardene	KC Sangakkara	RP Arnold	RS Kaluwitharana †	K Weeraratne, DNT Zoysa, WPUJC Vaas, M Muralitharan
WPUJC Vaas,	DNT Zoysa,	K Weeraratne,	M Muralitharan,	ST Jayasuriya,	RP Arnold,	
Z Khan,	BKV Prasad,	AB Agarkar,	A Kumble,	SR Tendulkar,	SC Ganguly,	RR Singh,	
