MDKJ Perera	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	S Prasanna	SMA Priyanjan	NLTC Perera	S Randiv	KTGD Prasad	PLS Gamage
AM Rahane	S Dhawan	AT Rayudu	V Kohli (c)	SK Raina	RA Jadeja	WP Saha †, R Ashwin, AR Patel, UT Yadav, I Sharma
