ML Hayden	DR Martyn	SR Waugh (c)	MG Bevan	ME Waugh	AC Gilchrist †	A Symonds	S Lee	SK Warne	B Lee	GD McGrath	
CJ Nevin †	NJ Astle	MS Sinclair	SP Fleming (c)	RG Twose	CL Cairns, PJ Wiseman, CZ Harris, SB Styris, DL Vettori, SB Doull
CL Cairns,	SB Doull,	DL Vettori,	SB Styris,	CZ Harris,	NJ Astle,	PJ Wiseman,	
GD McGrath,	B Lee,	SK Warne,	ME Waugh,	MG Bevan,	S Lee,	A Symonds,	ML Hayden,	
