HM Amla (c)	Q de Kock †	F du Plessis	RR Rossouw	DA Miller	JP Duminy	R McLaren	DW Steyn	KJ Abbott	AM Phangiso	Imran Tahir	
TMK Mawoyo	Sikandar Raza	H Masakadza	BRM Taylor †	SC Williams	MN Waller	E Chigumbura (c)	P Utseya	J Nyumbu	TL Chatara	BV Vitori	
