MH Cross †	CS MacLeod	HJW Gardiner	PL Mommsen (c)	RD Berrington	FRJ Coleman	JH Davey	MA Leask	RM Haq	AC Evans	I Wardlaw	
A Balbirnie	J Anderson	AD Poynter	KJ O'Brien (c)	SR Thompson	SW Poynter †	JF Mooney	AR White	MC Sorensen	CA Young, AR McBrine

MC Sorensen,	CA Young,	JF Mooney,	AR McBrine,	KJ O'Brien,	SR Thompson,	J Anderson,	
JH Davey,	I Wardlaw,	AC Evans,	CS MacLeod,	MA Leask,	RM Haq,	RD Berrington,	
