JA Burns	DA Warner	SPD Smith (c)	GJ Bailey	GJ Maxwell	SR Watson	MS Wade †	MR Marsh	MA Starc, NM Coulter-Nile, PJ Cummins
JJ Roy	AD Hales	JWA Taylor	EJG Morgan (c)	BA Stokes	JC Buttler †	MM Ali	CR Woakes	AU Rashid	MA Wood	ST Finn	

ST Finn,	MA Wood,	CR Woakes,	AU Rashid,	MM Ali,	BA Stokes,	
MA Starc,	NM Coulter-Nile,	PJ Cummins,	MR Marsh,	SR Watson,	GJ Maxwell,	
