WU Tharanga	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	S Prasanna	SMA Priyanjan	NLTC Perera	KMDN Kulasekara	SL Malinga	HMRKB Herath
Ahmed Shehzad	Sharjeel Khan	Mohammad Hafeez	Umar Akmal †	Misbah-ul-Haq (c)	Fawad Alam	Sohaib Maqsood	Shahid Afridi	Wahab Riaz	Junaid Khan	Mohammad Irfan	

Mohammad Irfan,	Junaid Khan,	Wahab Riaz,	Shahid Afridi,	Mohammad Hafeez,	Ahmed Shehzad,	
KMDN Kulasekara,	SL Malinga,	HMRKB Herath,	AD Mathews,	S Prasanna,	NLTC Perera,	TM Dilshan,	SMA Priyanjan,	
