VVS Laxman	SC Ganguly	R Dravid	SR Tendulkar (c)	HH Kanitkar	RR Singh	SS Dighe †	A Kumble	AB Agarkar	J Srinath	BKV Prasad	
Saeed Anwar	Shahid Afridi	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Abdul Razzaq	Moin Khan †	Wasim Akram (c)	Saqlain Mushtaq	Waqar Younis	Shoaib Akhtar
Wasim Akram,	Waqar Younis,	Abdul Razzaq,	Shoaib Akhtar,	Saqlain Mushtaq,	Shahid Afridi,	
J Srinath,	AB Agarkar,	BKV Prasad,	A Kumble,	SC Ganguly,	RR Singh,	
