A Balbirnie	J Anderson	SR Thompson	KJ O'Brien (c)	AD Poynter	JF Mooney	SW Poynter †	AR White	MC Sorensen	CA Young	GJ McCarter	
MH Cross †	CS MacLeod	HJW Gardiner	PL Mommsen (c)	RD Berrington, FRJ Coleman, JH Davey, MA Leask, RM Haq, AC Evans, SM Sharif

AC Evans,	SM Sharif,	JH Davey,	RD Berrington,	RM Haq,	CS MacLeod,	MA Leask,	
MC Sorensen,	CA Young,	GJ McCarter,	KJ O'Brien,	AR White,	J Anderson,	JF Mooney,	A Balbirnie,	
