AN Cook (c)	IR Bell	JE Root	GS Ballance	EJG Morgan	RS Bopara	JC Buttler †	BA Stokes	TT Bresnan	CJ Jordan	WB Rankin
DA Warner	AJ Finch	SE Marsh	MJ Clarke (c)	GJ Bailey	GJ Maxwell	BJ Haddin †	NM Coulter-Nile	JP Faulkner	MG Johnson	CJ McKay	

CJ McKay,	MG Johnson,	NM Coulter-Nile,	JP Faulkner,	GJ Maxwell,	MJ Clarke,	
WB Rankin,	CJ Jordan,	TT Bresnan,	BA Stokes,	JE Root,	RS Bopara,	
