Irfan Ahmed	Waqas Barkat	Anshuman Rath	JJ Atkinson (c) †	Babar Hayat	KD Shah	Aizaz Khan	Haseeb Amjad	Tanwir Afzal	Ankur Sharma	Nadeem Ahmed	
A Vala	TP Ura	L Siaka	GO Jones	VV Morea	MD Dai	CJA Amini	JNT Vare †	CR Amini (c)	N Vanua, WT Gavera

N Vanua,	WT Gavera,	CR Amini,	CJA Amini,	MD Dai,	L Siaka,	A Vala,	
Tanwir Afzal,	Haseeb Amjad,	Nadeem Ahmed,	Aizaz Khan,	Irfan Ahmed,	Waqas Barkat,	
