AJ Finch	BJ Haddin †	MR Marsh	GJ Bailey (c)	GJ Maxwell	SPD Smith	JP Faulkner	MG Johnson	MA Starc, KW Richardson, NM Lyon
TMK Mawoyo	Sikandar Raza	H Masakadza	BRM Taylor	E Chigumbura (c)	SC Williams	R Mutumbami †	P Utseya	T Panyangara	J Nyumbu	TL Chatara	

T Panyangara,	TL Chatara,	J Nyumbu,	SC Williams,	E Chigumbura,	P Utseya,	
MG Johnson,	MA Starc,	KW Richardson,	MR Marsh,	NM Lyon,	JP Faulkner,	SPD Smith,	
