ST Jayasuriya (c)	DA Gunawardene	MS Atapattu	DPMD Jayawardene	KC Sangakkara †	RP Arnold	UDU Chandana	HDPK Dharmasena	WPUJC Vaas	DNT Zoysa, M Muralitharan
G Kirsten	AJ Hall	JH Kallis	DJ Cullinan	JN Rhodes	L Klusener	MV Boucher †	SM Pollock (c)	N Boje	M Hayward	M Ntini	
SM Pollock,	M Hayward,	JH Kallis,	L Klusener,	M Ntini,	N Boje,	
WPUJC Vaas,	DNT Zoysa,	HDPK Dharmasena,	M Muralitharan,	UDU Chandana,	ST Jayasuriya,	RP Arnold,	
