ST Jayasuriya (c)	PA de Silva	MS Atapattu	DPMD Jayawardene	RP Arnold	RS Kaluwitharana †	TM Dilshan	WPUJC Vaas	K Weeraratne	M Muralitharan	DNT Zoysa
SC Ganguly (c)	SR Tendulkar	SB Joshi	R Dravid †	M Azharuddin	A Jadeja	RR Singh	AB Agarkar	A Kumble	N Chopra	T Kumaran	
AB Agarkar,	T Kumaran,	N Chopra,	A Kumble,	RR Singh,	SB Joshi,	SR Tendulkar,	
WPUJC Vaas,	DNT Zoysa,	K Weeraratne,	M Muralitharan,	ST Jayasuriya,	PA de Silva,	
