DR Smith	CH Gayle	MN Samuels	JL Carter, D Ramdin †, LMP Simmons, DJG Sammy, AD Russell, JO Holder (c), JE Taylor, NO Miller
Sikandar Raza	RW Chakabva	H Masakadza	BRM Taylor †	SC Williams	CR Ervine	S Matsikenyeri	E Chigumbura (c)	T Panyangara	TL Chatara	TP Kamungozi	

T Panyangara,	TL Chatara,	SC Williams,	E Chigumbura,	Sikandar Raza,	TP Kamungozi,	H Masakadza,	
JE Taylor,	JO Holder,	NO Miller,	MN Samuels,	AD Russell,	DJG Sammy,	CH Gayle,	
