HM Amla	Q de Kock †	F du Plessis	RR Rossouw	AB de Villiers (c)	DA Miller	JP Duminy	VD Philander, DW Steyn, M Morkel, Imran Tahir
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori	MJ Henry, TG Southee, TA Boult
