NC Johnson	GW Flower	ADR Campbell	MW Goodwin	A Flower (c) †	SV Carlisle	GJ Whittall	HH Streak	JA Rennie	HK Olonga	AR Whittall
N Hussain (c)	NV Knight	GA Hick	VS Solanki	DL Maddy, C White, MW Alleyne, MA Ealham, CMW Read †, AR Caddick, D Gough
D Gough,	AR Caddick,	C White,	MW Alleyne,	MA Ealham,	
HK Olonga,	JA Rennie,	HH Streak,	AR Whittall,	GJ Whittall,	
