RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina	MS Dhoni (c) †	RA Jadeja	R Ashwin	B Kumar, Mohammed Shami, MM Sharma
AN Cook (c)	AD Hales	IR Bell	JE Root	EJG Morgan	JC Buttler †	BA Stokes	CR Woakes	CJ Jordan	JC Tredwell	JM Anderson	

JM Anderson,	CR Woakes,	CJ Jordan,	BA Stokes,	JE Root,	JC Tredwell,	
B Kumar,	MM Sharma,	Mohammed Shami,	R Ashwin,	RA Jadeja,	SK Raina,	
