Amjad Ali	AR Berenger	Saqib Ali	Krishna Chandran	Shaiman Anwar	Rohan Mustafa	Saqlain Haider †	Mohammad Naveed	Ahmed Raza (c)	Fahad Alhashmi	Kamran Shazad	
Javed Ahmadi	Nawroz Mangal	Afsar Zazai †	Asghar Stanikzai	Mohammad Nabi (c)	Samiullah Shenwari	Shafiqullah	Mirwais Ashraf	Dawlat Zadran	Hamid Hassan	Shapoor Zadran	

Mohammad Nabi,	Dawlat Zadran,	Hamid Hassan,	Shapoor Zadran,	Mirwais Ashraf,	Samiullah Shenwari,	
Mohammad Naveed,	Kamran Shazad,	Fahad Alhashmi,	Ahmed Raza,	Rohan Mustafa,	Krishna Chandran,	
