MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	CJ Anderson	GD Elliott	L Ronchi †	DL Vettori	TA Boult, AF Milne, TG Southee
CH Gayle	J Charles	LMP Simmons	MN Samuels	D Ramdin †	JL Carter	DJG Sammy	AD Russell	JO Holder (c)	JE Taylor	SJ Benn	

JE Taylor,	JO Holder,	SJ Benn,	AD Russell,	DJG Sammy,	MN Samuels,	
TG Southee,	TA Boult,	DL Vettori,	AF Milne,	CJ Anderson,	
