ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	KC Sangakkara	RP Arnold	TM Dilshan	WPUJC Vaas	K Weeraratne	DNT Zoysa	M Muralitharan	
ADR Campbell	DA Marillier	SV Carlisle	A Flower †	GW Flower	GJ Whittall	DP Viljoen	HH Streak (c)	BC Strang	TJ Friend	M Mbangwa	
HH Streak,	BC Strang,	M Mbangwa,	TJ Friend,	DP Viljoen,	GW Flower,	
WPUJC Vaas,	DNT Zoysa,	K Weeraratne,	M Muralitharan,	ST Jayasuriya,	RP Arnold,	DPMD Jayawardene,	
