MD Gunathilaka	TM Dilshan	HDRL Thirimanne	LD Chandimal †	AD Mathews (c)	TAM Siriwardana	CK Kapugedera	KMDN Kulasekara	BAW Mendis	PVD Chameera	RAS Lakmal	
MJ Guptill	BB McCullum (c)	TWM Latham	LRPL Taylor	HM Nicholls	MJ Santner, L Ronchi †, DAJ Bracewell, AF Milne, MJ Henry, MJ McClenaghan
