JJ Roy	AD Hales	JE Root	EJG Morgan (c)	JC Buttler †	JWA Taylor	MM Ali	CR Woakes, AU Rashid, DJ Willey, RJW Topley
Azhar Ali (c)	Babar Azam	Mohammad Hafeez	Iftikhar Ahmed	Shoaib Malik	Mohammad Rizwan	Sarfraz Ahmed †	Anwar Ali	Wahab Riaz	Yasir Shah	Mohammad Irfan	

Mohammad Irfan,	Anwar Ali,	Yasir Shah,	Wahab Riaz,	Shoaib Malik,	Iftikhar Ahmed,	
DJ Willey,	RJW Topley,	CR Woakes,	AU Rashid,	MM Ali,	
