HDRL Thirimanne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	SMA Priyanjan	LD Chandimal	KMDN Kulasekara	SMSM Senanayake	KTGD Prasad	SL Malinga
MA Carberry	IR Bell	GS Ballance	JE Root	EJG Morgan (c)	RS Bopara	JC Buttler †	CJ Jordan	JC Tredwell	JM Anderson	HF Gurney	

JM Anderson,	HF Gurney,	CJ Jordan,	RS Bopara,	JC Tredwell,	JE Root,	
KMDN Kulasekara,	SL Malinga,	KTGD Prasad,	SMSM Senanayake,	AD Mathews,	TM Dilshan,	
