G Kirsten	HH Gibbs	ND McKenzie	DN Crookes	WJ Cronje (c)	MV Boucher †	DM Benkenstein	L Klusener	PC Strydom	S Elworthy, HS Williams
SC Ganguly (c)	SR Tendulkar	R Dravid	A Jadeja	S Sriram	J Srinath	RR Singh	SS Karim †	N Chopra	A Kumble	BKV Prasad	
J Srinath,	BKV Prasad,	A Kumble,	N Chopra,	S Sriram,	RR Singh,	SR Tendulkar,	SC Ganguly,	
HS Williams,	DN Crookes,	ND McKenzie,	S Elworthy,	WJ Cronje,	L Klusener,	PC Strydom,	
