N Dickwella	TM Dilshan	LD Chandimal †	DPMD Jayawardene	AD Mathews (c)	HDRL Thirimanne	NLTC Perera	S Prasanna	BAW Mendis	RMS Eranga, PLS Gamage
AM Rahane	RG Sharma	AT Rayudu	V Kohli (c)	RV Uthappa †	KM Jadhav	STR Binny	R Ashwin	AR Patel	KV Sharma, DS Kulkarni
