Noor Ali Zadran	Mohammad Shahzad †	Mohammad Nabi	Nawroz Mangal	Asghar Stanikzai (c)	Samiullah Shenwari	Shafiqullah	Rashid Khan	Dawlat Zadran	Aftab Alam	Amir Hamza
R Mutumbami †	CJ Chibhabha	CR Ervine	SC Williams	E Chigumbura (c)	Sikandar Raza	CT Mutombodzi, TS Chisoro, LM Jongwe, WP Masakadza, T Panyangara
