FDM Karunaratne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	HDRL Thirimanne	NLTC Perera	BMAJ Mendis	KMDN Kulasekara	SMSM Senanayake	HMRKB Herath	
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori	TG Southee, AF Milne, MJ McClenaghan

TG Southee,	AF Milne,	MJ McClenaghan,	CJ Anderson,	GD Elliott,	DL Vettori,	KS Williamson,	
KMDN Kulasekara,	AD Mathews,	HMRKB Herath,	NLTC Perera,	SMSM Senanayake,	BMAJ Mendis,	TM Dilshan,	
