CM Spearman	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	PJ Wiseman	SB O'Connor, GI Allott
ADR Campbell	CB Wishart	SV Carlisle	A Flower †	GW Flower	GJ Whittall	HH Streak (c)	DP Viljoen	PA Strang	ML Nkala	HK Olonga	
HH Streak,	HK Olonga,	ML Nkala,	PA Strang,	DP Viljoen,	GW Flower,	
GI Allott,	SB O'Connor,	NJ Astle,	CL Cairns,	CZ Harris,	PJ Wiseman,	
