Saeed Anwar	Imran Nazir	Saleem Elahi	Inzamam-ul-Haq	Mohammad Yousuf	Abdul Razzaq	Moin Khan (c) †	Wasim Akram	Waqar Younis	Saqlain Mushtaq	Mushtaq Ahmed	
ME Trescothick	AJ Stewart †	N Hussain (c)	GA Hick	GP Thorpe	A Flintoff	C White	MA Ealham, AF Giles, AR Caddick, D Gough
AR Caddick,	D Gough,	C White,	MA Ealham,	AF Giles,	ME Trescothick,	
Wasim Akram,	Waqar Younis,	Abdul Razzaq,	Saqlain Mushtaq,	Mushtaq Ahmed,	
