G Kirsten	AJ Hall	JH Kallis	DJ Cullinan	JN Rhodes	L Klusener	MV Boucher †	N Boje, M Hayward, M Ntini, SM Pollock (c)
Saeed Anwar	Imran Nazir	Azhar Mahmood	Inzamam-ul-Haq	Mohammad Yousuf	Younis Khan	Moin Khan (c) †	Abdul Razzaq	Waqar Younis	Mushtaq Ahmed	Arshad Khan	
Waqar Younis,	Azhar Mahmood,	Abdul Razzaq,	Arshad Khan,	Mushtaq Ahmed,	
SM Pollock,	JH Kallis,	M Hayward,	M Ntini,	L Klusener,	N Boje,	
