Imran Nazir	Shahid Afridi	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Abdul Razzaq, Wasim Akram, Moin Khan (c) †, Waqar Younis, Arshad Khan, Shoaib Akhtar
SC Ganguly (c)	SR Tendulkar	R Dravid	SB Joshi	M Azharuddin	A Jadeja	RR Singh	SS Karim †	AB Agarkar	A Kumble	BKV Prasad	
AB Agarkar,	BKV Prasad,	A Kumble,	RR Singh,	SB Joshi,	SC Ganguly,	SR Tendulkar,	
Wasim Akram,	Waqar Younis,	Abdul Razzaq,	Shoaib Akhtar,	Arshad Khan,	Shahid Afridi,	Younis Khan,	Imran Nazir,	
