Q de Kock †	DA Miller	HM Amla	F du Plessis	AB de Villiers (c)	JP Duminy	F Behardien	DW Steyn	K Rabada	Imran Tahir, M Morkel
RG Sharma	S Dhawan	V Kohli	MS Dhoni (c) †	SK Raina	AM Rahane	AR Patel	Harbhajan Singh	B Kumar, MM Sharma, A Mishra
