Tamim Iqbal	Soumya Sarkar	Mahmudullah	Mushfiqur Rahim †	Shakib Al Hasan (c)	Sabbir Rahman	Nasir Hossain	Abul Hasan, Arafat Sunny, Taskin Ahmed, Rubel Hossain
Azhar Ali (c)	Sarfraz Ahmed †	Mohammad Hafeez	Haris Sohail	Mohammad Rizwan	Fawad Alam	Saad Nasim	Wahab Riaz	Saeed Ajmal	Junaid Khan	Rahat Ali	

Junaid Khan,	Rahat Ali,	Wahab Riaz,	Saeed Ajmal,	Saad Nasim,	Haris Sohail,	Azhar Ali,	
Rubel Hossain,	Taskin Ahmed,	Arafat Sunny,	Shakib Al Hasan,	Nasir Hossain,	Abul Hasan,	Mahmudullah,	
