SC Ganguly (c)	SR Tendulkar	R Dravid	Yuvraj Singh	HK Badani	RS Sodhi	SB Joshi	V Dahiya †	AB Agarkar	Z Khan	BKV Prasad
ADR Campbell	GJ Whittall	SV Carlisle	A Flower †	GW Flower	GJ Rennie	HH Streak (c)	ML Nkala	BC Strang	TJ Friend	HK Olonga	
TJ Friend,	BC Strang,	HK Olonga,	HH Streak,	ML Nkala,	GW Flower,	GJ Rennie,	
Z Khan,	BKV Prasad,	AB Agarkar,	SB Joshi,	RS Sodhi,	SR Tendulkar,	SC Ganguly,	
