MJ Guptill	C Munro	KS Williamson (c)	LRPL Taylor	TWM Latham †	HM Nicholls	MJ Santner	TG Southee	TD Astle	LH Ferguson, TA Boult
Azhar Ali	Fakhar Zaman	Babar Azam	Mohammad Hafeez	Shoaib Malik	Sarfraz Ahmed (c) †	Shadab Khan	Faheem Ashraf	Mohammad Amir, Hasan Ali, Rumman Raees
Mohammad Amir,	Rumman Raees,	Hasan Ali,	Shadab Khan,	Faheem Ashraf,	Fakhar Zaman,	
TG Southee,	TA Boult,	LH Ferguson,	MJ Santner,	TD Astle,	
