Saeed Anwar	Mohammad Wasim	Abdul Razzaq	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan †	Wasim Akram (c)	Saqlain Mushtaq	Waqar Younis	Shoaib Akhtar
AC Gilchrist †	ME Waugh	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	A Symonds	B Lee	AC Dale	SK Warne	GD McGrath	
GD McGrath,	AC Dale,	A Symonds,	B Lee,	SK Warne,	
Wasim Akram,	Waqar Younis,	Shoaib Akhtar,	Abdul Razzaq,	Saqlain Mushtaq,	
