WTS Porterfield (c)	PR Stirling	EC Joyce	A Balbirnie	KJ O'Brien	GC Wilson †	JF Mooney	NJ O'Brien	GH Dockrell	AR Cusack	AR McBrine
CJ Chibhabha	Sikandar Raza	SF Mire	H Masakadza	BRM Taylor (c) †	SC Williams	CR Ervine	RW Chakabva	T Panyangara	T Mupariwa	TL Chatara	

T Panyangara,	TL Chatara,	T Mupariwa,	Sikandar Raza,	SC Williams,	H Masakadza,	
AR Cusack,	JF Mooney,	KJ O'Brien,	GH Dockrell,	AR McBrine,	PR Stirling,	
