Tamim Iqbal	Anamul Haque	Mominul Haque	Mushfiqur Rahim (c) †	Shakib Al Hasan	Mahmudullah	Nasir Hossain	Ziaur Rahman	Mashrafe Mortaza	Abdur Razzak	Al-Amin Hossain	
RV Uthappa	AM Rahane	CA Pujara	AT Rayudu	SK Raina (c)	WP Saha †, AR Patel, Parvez Rasool, A Mishra, UT Yadav, MM Sharma
