MN van Wyk †	RR Rossouw	F du Plessis	AB de Villiers (c)	DA Miller	JP Duminy	F Behardien	WD Parnell	AM Phangiso	KJ Abbott	M Morkel
DR Smith	CH Gayle	LR Johnson	MN Samuels	D Ramdin †	JL Carter	DJG Sammy	AD Russell	JO Holder (c)	CR Brathwaite	SS Cottrell	

SS Cottrell,	JO Holder,	AD Russell,	DJG Sammy,	CR Brathwaite,	MN Samuels,	CH Gayle,	
M Morkel,	KJ Abbott,	JP Duminy,	AM Phangiso,	WD Parnell,	F Behardien,	
