SL Campbell	RD Jacobs †	JC Adams	BC Lara (c)	S Chanderpaul	RL Powell	NO Perry	FA Rose	M Dillon	RD King	CA Walsh	
CM Spearman	NJ Astle	SP Fleming (c)	CD McMillan	CL Cairns	RG Twose, CZ Harris, AC Parore †, DJ Nash, DL Vettori, SB O'Connor
CL Cairns,	SB O'Connor,	DJ Nash,	CZ Harris,	DL Vettori,	NJ Astle,	
CA Walsh,	RD King,	JC Adams,	NO Perry,	M Dillon,	SL Campbell,	FA Rose,	
