SJ Myburgh	ES Szwarczynski	W Barresi †	PW Borren (c)	MR Swart	Mudassar Bukhari	BN Cooper	MJG Rippon, PM Seelaar, Ahsan Malik, PA van Meekeren
IA Karim †	AA Obanda	RG Aga	CO Obuya	RR Patel (c)	TM Odoyo	SO Tikolo	MA Ouma	NN Odhiambo, HA Varaiya, LN Onyango
