MJ Guptill	JD Ryder	KS Williamson	LRPL Taylor	BB McCullum (c)	CJ Anderson	L Ronchi †	NL McCullum	TG Southee, KD Mills, MJ McClenaghan
CAK Walton	J Charles	KA Edwards	LMP Simmons	DJ Bravo (c)	N Deonarine	D Ramdin †	SP Narine, JO Holder, NO Miller, TL Best

JO Holder,	TL Best,	DJ Bravo,	NO Miller,	SP Narine,	N Deonarine,	
TG Southee,	MJ McClenaghan,	KD Mills,	CJ Anderson,	NL McCullum,	KS Williamson,	
