Ahmed Shehzad	Azhar Ali (c)	Mohammad Hafeez	Sarfraz Ahmed †	Shoaib Malik	Mohammad Rizwan	Imad Wasim, Anwar Ali, Yasir Shah, Rahat Ali, Mohammad Irfan
MDKJ Perera	TM Dilshan	HDRL Thirimanne	WU Tharanga	AD Mathews (c)	LD Chandimal †	NLTC Perera	TAM Siriwardana	SS Pathirana	SL Malinga	ANPR Fernando	

AD Mathews,	ANPR Fernando,	SL Malinga,	SS Pathirana,	NLTC Perera,	TM Dilshan,	
Mohammad Irfan,	Anwar Ali,	Rahat Ali,	Shoaib Malik,	Yasir Shah,	Imad Wasim,	
