Imran Nazir	Shahid Afridi	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan (c) †	Abdul Razzaq	Wasim Akram	Waqar Younis	Mushtaq Ahmed	Arshad Khan
PA Wallace	SL Campbell	WW Hinds	CH Gayle	JC Adams (c)	RD Jacobs †	SC Joseph	FA Rose	NAM McLean	CEL Ambrose	RD King	
CEL Ambrose,	RD King,	NAM McLean,	FA Rose,	CH Gayle,	JC Adams,	
Wasim Akram,	Waqar Younis,	Abdul Razzaq,	Mushtaq Ahmed,	Arshad Khan,	Shahid Afridi,	
