PA Wallace	SL Campbell	WW Hinds	CH Gayle	JC Adams (c)	RL Powell	RD Jacobs †	FA Rose	NO Perry, NAM McLean, RD King
Imran Nazir	Wajahatullah Wasti	Mohammad Wasim	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan (c) †	Abdul Razzaq	Waqar Younis	Irfan Fazil	Mushtaq Ahmed	Arshad Khan	
Waqar Younis,	Irfan Fazil,	Abdul Razzaq,	Mushtaq Ahmed,	Arshad Khan,	Wajahatullah Wasti,	
RD King,	FA Rose,	NAM McLean,	NO Perry,	JC Adams,	CH Gayle,	
