MJ Guptill	JD Ryder	KS Williamson	CJ Anderson	LRPL Taylor	BB McCullum (c)	L Ronchi †	NL McCullum	TG Southee	MJ McClenaghan	HK Bennett	
RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina	MS Dhoni (c) †	R Ashwin	RA Jadeja	B Kumar	Mohammed Shami	VR Aaron	

B Kumar,	Mohammed Shami,	VR Aaron,	RA Jadeja,	R Ashwin,	SK Raina,	
TG Southee,	MJ McClenaghan,	HK Bennett,	CJ Anderson,	KS Williamson,	NL McCullum,	
