CM Spearman	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	SB Styris	DL Vettori	PJ Wiseman	
ME Waugh	AC Gilchrist †	A Symonds	ML Hayden	MG Bevan	SR Waugh (c)	DR Martyn	S Lee, SK Warne, B Lee, GD McGrath
GD McGrath,	B Lee,	SK Warne,	S Lee,	
CL Cairns,	DL Vettori,	SB Styris,	PJ Wiseman,	CD McMillan,	
