Q de Kock †	HM Amla (c)	F du Plessis	RR Rossouw	DA Miller	JP Duminy	F Behardien	WD Parnell, AM Phangiso, KJ Abbott, M de Lange
CH Gayle	N Deonarine	DR Smith	MN Samuels	D Ramdin †	AD Russell	JL Carter	DJG Sammy	JO Holder (c)	CR Brathwaite	SS Cottrell	

SS Cottrell,	JO Holder,	CR Brathwaite,	AD Russell,	DJG Sammy,	N Deonarine,	
KJ Abbott,	M de Lange,	WD Parnell,	AM Phangiso,	F Behardien,	
