Azhar Ali (c)	Sarfraz Ahmed †	Mohammad Hafeez	Haris Sohail	Fawad Alam	Mohammad Rizwan	Saad Nasim	Wahab Riaz	Junaid Khan, Saeed Ajmal, Rahat Ali
Tamim Iqbal	Soumya Sarkar	Mahmudullah	Mushfiqur Rahim †	Shakib Al Hasan	Sabbir Rahman, Nasir Hossain, Mashrafe Mortaza (c), Arafat Sunny, Taskin Ahmed, Rubel Hossain
