NC Johnson	GJ Whittall	MW Goodwin	ADR Campbell	A Flower (c) †	BC Strang	GW Flower	SV Carlisle	DP Viljoen	HH Streak	PA Strang	
ME Trescothick	AJ Stewart (c) †	A Flintoff	GA Hick	MP Maynard, GP Thorpe, C White, MA Ealham, AR Caddick, D Gough, AD Mullally
AR Caddick,	D Gough,	AD Mullally,	MA Ealham,	C White,	ME Trescothick,	
NC Johnson,	BC Strang,	HH Streak,	GJ Whittall,	PA Strang,	DP Viljoen,	
