HDRL Thirimanne (c)	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	S Prasanna	LD Chandimal	NLTC Perera	KMDN Kulasekara	FDM Karunaratne, RMS Eranga, PVD Chameera
MJ Guptill	TWM Latham	KS Williamson (c)	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori	KD Mills	TG Southee	MJ McClenaghan	

KD Mills,	TG Southee,	MJ McClenaghan,	DL Vettori,	CJ Anderson,	GD Elliott,	KS Williamson,	
KMDN Kulasekara,	RMS Eranga,	S Prasanna,	PVD Chameera,	NLTC Perera,	TM Dilshan,	
